Context,Response
what do you do when a therapist and a parent drugs a child and makes up lies in order to stop the other parents custody visitation,i will admit i am confused about this question  are you the other parent in question or a concerned coworker of this therapist therapists do not prescribe or have access to medication  most therapists wont even get involved in a custody battle  they know there is a good chance of their records ending up in court and that they themselves will have to testify in court  of course therapists are human and can make mistakes but i find it highly unlikely that a therapist would knowingly and willingly do something like this that is such a major ethical violation  not only are they losing their license to practice by doing this they are going to face criminal charges and jail time  if their clinical judgment is that the other parent is a danger to the child they dont have to resort to illegal means to try to prove this if you have concrete proof that this has happened then there is a process in which you can file a report against the therapist with their licensure board  every therapist is licensed in their state  there are different types of licensures so you would need to know this therapists licensuremost accusations from the other parent are expected in a custody situation because people do tend to get quite ugly  dont accuse the therapist or the parent of anything just to try to make yourself look better and them look bad  have evidence of wrongdoing before accusing them of this  if this has really happened then of course it needs to be reported but dont try to ruin someones career unless you are sure this occurred
theyre calling me names like hypocrite and a baby even when they act in the same manner as i do im tired of being called names what should i do,it sounds like your confused as to why your friends would be calling you a hypocrite when they act in the same manner correct communication is key to any relationship i would recommend speaking with your friends facetoface to address why they feel your behavior is concerning inperson contact is the best method of sorting out differences considering texts emails or any written output can be misconstrued be upfront with them and let them know that being accused of hypocrisy is hurtful and you feel it is unfounded if after speaking with them you feel that they have valid reasons for the way they are feeling maybe you can consider modifying your behavior accordingly especially if this friendship is valuable to you however make sure they are aware that there is a respectful way to address these issues and name calling is not one of them on the other hand if you feel that their reasons are indeed unfounded it may be best to distance yourself from the relationship not all friendships are healthy ones and it is important that you surround yourself with people who are an asset to your self esteem as opposed to those that hinder iti hope you are able to get this matter sorted best of luck
"cheating is something unacceptable for me but because we have two daughters i decided not to break up the familyhowever now i am struggling to forget and forgive what happened i feel like i cannot trust him without trust i cannot stay in this relationship on the other hand i do not want my children to get hurt im not sure how to move forward",first of all my heart goes out to you infidelity is an extremely challenging obstacle to overcome there are some things that you should consider first of all did he seem truly remorseful if you felt in his heart that he was truly sorry for what he had done it will give you a piece of mind that it was a  mistake secondly was he forthcoming with this information how about with answering your questions after the truth was uncovered if you found that he was still lying or not forthcoming the sting is even more painful he should be able to answer any question you have honestly and without hesitationthirdly has he shown a positive difference after this experience at this time he should still be proving his faithfulness to the marriage you and the childrenkeep in mind that experiencing infidelity is a form of grief it is not a quick process that can easily be overcome what you are experiencing is 100 normal my best suggestion would be to see a marriage therapist find out what drove your husband to cheat in the first place and decide if this aspect in his life has been resolved i know its important for you to keep your family together but children can sense anger and frustration this is not a healthy environment either if you decide that you can no longer remain in the relationship a therapist will also be able to help you cope with the separation along with addressing your childrens needsplease know that you are not alone and that unfortunately many relationships have endured this very thing it may also be helpful to reach out to people who have experienced similar obstacles the web is a great resource to find groups whether online or in person to use as a support or sounding boardbest of luck to you and your family
i have a lot of issues going on right now first of all i have a lot of trouble sleeping at times while other nights i sleep too much and still feel quite tired im also noticing increased irritability and experiencing anxiety attacks that last for hours is there something wrong with me and if so what should i do,it sounds as if you may be experiencing a bout of anxiety andor depression sleeping difficulties irritability and anxiety attacks all are correlated with these mood disorders and its actually quite common for someone to deal encounter this during their lifetime also keep in mind that just because you are experiencing this now does not mean that you will be dealing with it the rest of your life many times it can be a single episode and if treatment is received you can help prevent any recurrent episodeshowever you may want to first talk with your primary physician to rule out any medical issues that could be causing these problems there may be a reason for the sudden onset of these symptoms that can be addressed quickly on the other hand if it is determined that you are experiencing anxiety andor depression without a medical reason there are two methods that are very helpful in your treatment1 talk therapy with a certified therapistheshe will be able to address the concerns youre experiencing and discovering if there is an underlying issue that may be causing it2 medicationthere are many medications that can assist you with the feelings that you are experiencing your doctor will be able to help you find the right one that works for you if one doesnt work keep trying there are many different options to address your specific needsalso a combination of these two options is extremely beneficialthank you for your question i sincerely hope that you feel better soon
"i have no sex drive due to medical issues ive shut down completely and closed everyone out ive even told my husband that i wanted a divorce since thats what i thought he wanted to hear however it devastated me when i learned hes seeing someone elseive since told him that i wanted to work things out but hes not sure i actually mean it he thinks the only reason i want him back is because im jealous  how do i show him im serious",im sorry to hear about your current situation my heart goes out to you during this timefirst of all it is of vital importance that you discuss your symptoms with your doctor regardless of whether you are able to mend your relationship with your husband you need to address the physical issues you are experiencing more than likely heshe will be able to help you relieve some of these symptomssecondly you must be upfront and honest with your husband intimacy is a large part of a relationship and it is unfair to your husband that you did not disclose how you were feeling i think he would appreciate knowing that it was your medical problems causing the lack of sexual desire as opposed to the reason being himif you explain to him that you are addressing your sexual issues with your doctor in order to enhance your relationship he may be more willing to see that you are serious in wanting to mend the relationship the conversation will be hard to explain to your doctor and your husband since it is of such a personal nature but it will be extremely beneficial and please note that the reason for the feelings you were experiencing or lack thereof was not your faultbest of luck to you and your husband
i have a lot of issues going on right now first of all i have a lot of trouble sleeping at times while other nights i sleep too much and still feel quite tired im also noticing increased irritability and experiencing anxiety attacks that last for hours is there something wrong with me and if so what should i do,hi there i have to commend you on reaching out to get some answers on why you are feeling the way that you are feeling a lot of people secretly go about their lives every day feeling this way because they are too afraid of what the answer might befirst off what stressors do you have in your life right now financial relationship and unemployment are all common stressors for people they can often make it difficult for us to sleep at night due to the constant racing thoughts and wonders of how you will deal with it all secondly do you have a history of depression or does depression run in your family some of the symptoms listed here in this question ie trouble sleeping constant fatigue too much sleep anger  anxiety are all common symptoms of depression often times these symptoms can be overlooked and mistaken for just being tired furthermore its important to ask yourself if you are feeling worthless problems with concentration and recurrent thoughts of death if you are having these symptoms please seek help immediately lastly considering your stated symptoms i would recommend reaching out to your doctor for further consult its always better to be safe and the earlier you catch the symptoms the faster you will get to feeling better  do some helpful tips for the your doctor would be to monitor your sleep habits ie how much or little are you sleeping make a list of your triggers for your anger outbursts as well as your triggers for your anxiety attacks i hope this was helpful and the best of luck to you
the last of my emotions belong to my pets today my dad said he might get rid of them tomorrow if that does happen i might dig hole in the ground with a paper that says here lays my emotions rip i practically have no emotions left and i came to the realization about this not being normal by comparing my reaction to certain situations to my familys whats wrong with me,it sounds to me like you have had a lot going on and now you are afraid you are going to lose the last things you care about your pets  i do not know what all is going on in your family and i cannot answer for your dads actions or his reasoning behind thisi would recommend that you focus on developing healthy coping skills  we cannot change what others do but we can change how what they do affects us  if you have all of your emotions and all of yourself tied up into one thing like your pets then when that thing is taken away it causes a lot of emotional distress  it is really good to have a wide variety of interests such as friends hobbies games etc  develop other things that you care about and are passionate aboutanother reason for developing healthy coping skills to deal with whatever might be going on in your life is if you dont have healthy ones you may develop some very unhealthy ones  you have to cope somehow right  developing unhealthy ways of coping with life is only going to make life more difficult for youi dont know if this is what it is like for you at your house but there are two kinds of household environments that can cause dysfunction in children one is when you grow up in a very rigid stern household where all decisions are made for you and you feel like you have no control over anything the other is a household where things were chaotic and you never knew what was going to happen next and had no stability people need to have some stability in their lives and need to feel in control over some things in order to feel safe  both of these environments can lead you to develop some unhealthy ways of coping with life  please talk to a trusted adult about your feelings before it gets any worse
"me and my girlfriend just broke up she said she loves me but is not in love anymore this came out of nowhere we seemed so happy togetherit all started when she went to missouri to visit her family the first week she was there she was fine then once she went to this one sisters house everything changed thats when she told me she loved me but was not in love with me anymore i thought maybe it was just because she missed her family and she just wanted to be home because she told me that she could not leave them againthen she told me to come to her in missouri so thats what i did i quit my job i dropped everything said goodbye to my family in florida and drove 15 straight hours to be with heronce i got there everything was fine again  she apologized for everything and said she didnt mean any of it then we were good for about a week then she went back to saying she didnt love me anymore and had no feelings for methe only thing that really gets me and makes me not want to accept this is that now she is pregnant this wasnt an accident we were trying to get pregnant so all this is hard to accept i love her so much i have never been bad to her ive treated her the best i can i wanted her to be my wife i was going to propose to her when she got back now im losing my family and my mind i dont know what to do",i am sorry to hear of these troubles  i see a few issues here  i wonder why you were both trying to get pregnant when the relationship seemed troubled  some people think that they can fix a broken relationship by getting pregnant and all this does is bring up more problemsyou say you never treated her badly and i believe you  people in a relationship can still be unhappy even when there is no abuse or mistreatment going on  in fact giving too much of yourself to the relationship and not having a self outside of this relationship can be unhealthy  it takes two whole healthy happy people who are that way when they are single to come together to make a whole healthy happy couple in a relationship  expecting your partner to meet all your needs or to provide your happiness is not going to workthere are two books that i recommend you buy and read  one is codependent no more  the other is can my relationship be savedsometimes when you cling and try even harder to hold onto someone it makes you both miserable  you cannot change her and cannot change her mind  sometimes the best thing is to let go  if it is meant to be you will end up back together again  it seems like this is something that she needs to decide since she is the one that keeps doing the leaving  i suggest backing off and letting her go  maybe she needs time to clear her head and make up her mind  if it is meant to be she will come back if not use this time to work on being a healthy happy you on your own
now i have anger and trust issues how can i treat this and fix myself,i will assume that for whatever reason you either do not want to or are not able to seek counseling for this  however i highly urge you to do so because longterm childhood abuse does have negative consequences for your life as an adult as it seems you are already aware there are confidential and free crisis hotlines that you can call that deal with sexual abuse  somemost also offer free counseling services in local areas  that would be a good place to start looking especially if cost of counseling is an issuethe important thing to know is that what happened was not your fault and that you deserve to live a happy life free of the past  having anger and trust issues after something like this is a perfectly normal reaction to what happened to you  angry  yes at your brother for what he did at your parents for not protecting you  having trouble trusting  of course  the very people who were supposed to love and protect you hurt you instead two books that might help you are codependent no more and boundaries where you end and i begin
"ive never been able to talk with my parents my parents are in their sixties while i am a teenager i love both of them but not their personalities i feel that they do not take me seriously whenever i talk about a serious event in my life if my dad doesnt believe me then my mom goes along with my dad and acts like she doesnt believe me either im a pansexual but i cant trust my own parentsive fought depression and won however stress and anxiety are killing me i feel that my friends dont listen to me i know they have their own problems which i do my best to help with but they dont always try to help me with mine when i really need them i feel as if my childhood has been taken from me i feel as if i have no one whom i can trust",hi there being 15 years old can be a very difficult time in your teenage life i remember when i was 15 and how i often felt my parents werent listening to me its even more difficult when you feel that you do not have a friend that you can confide in having depression in the past and being able to get through it shows me that you can get through anything depression alone is a very difficult problem to work through in addition to the communication problem with your parents it appears that you are also struggling with stress and anxiety we all have stress and anxiety in our lives if we didnt none of us would be living anxiety  stress keep us on our toes often i have to remind myself of this as well however it is how we manage stress and anxiety so it will not overcome our lives are you familiar with relaxation techniques such as deep breathing exercises meditation or yoga relaxation techniques can help you tremendously in reducing your stress and anxiety deep breathing exercises are helpful when you are on the go such as school shopping out with friends or whatever extracurricular activities you engage in  most people do not take full advantage of their lung capacity i know that sounds silly but its true you would be surprised how much air you lungs can hold imagine being in the doctors office and taking deep breaths this is what you want to do when you are feeling overwhelmed andor stressed take a moment to take in at least 10 deep breaths and let them out slowly you will be surprised how well you feel afterwards meditation and yoga are also healthy forms to working through stress and anxiety you will need a quiet place for your meditation you want to be in the moment and take in the peace and serenity all it takes is a quiet place closing your eyes and thinking of your happy place some people use meditation music as well if you have access to this type of music and or the internet for more ways to practice meditation please go for it yoga on the other hand will take a little more work and practice i would not suggest you learning this on your own if you have never attempted yoga before find an experienced yoga instructor to teach you the ropes andor ask your school counselor about the possibility of getting someone to come to the school to teach the students lastly in regards to your parents it is very important to be able to have a relationship where you feel comfortable communicating i would recommend writing a letter to them if you are unable to express how you feel in person a letter is more intimate and requires a little more effort on their end if they are open on working on this relationship maybe suggest family counseling to fully work on this issue i hope this was helpful for you and i wish you the best 
i have been with this guy on and off for 8 years at first we used to do things together and our sex life was ok then things started to change wed break up and reconnect and he cheated on me numerous times  weve also had two beautiful baby girls during this time now we argue and he says i am not affectionate at all or i dont know how to please a man when i work parttime take care of a 2 year old and a 5 month old and cook sometimes he cooks but he also spends a lot of time on the internet in addition i have 2 boys and he has 1 son i feel somewhere i have lost something its not that i dont care i truly love this guy but im just tired of being the one who is always being judged please i am in need of a christian counselor to help us because i really need to speak to someone,i dont think youve lost something i think youve found something  your breaking point and its about time your boyfriend seems to be a very selfish and immature man who reconnects with you when its convenient for him obviously he has his own issues but i want to address yours i agree you need to talk to someone the fact that youve put up with his repeated cheating and then letting him blame you for it by saying youre not affectionate enough etc tells me you probably have low selfesteem and have likely told yourself over the years that you dont deserve any better you do you may truly love this guy but based on his behaviors he does not love you not in the way you deserve  and although you may want to believe he can change he has proved over and over again that hes not willing to so you need to do what is best for you and your children what would you tell your daughters if someone was treating them this way would you want your sons to treat women this way thats what youre teaching your children when they see thislike i said i agree that you should talk to someone you can ask your boyfriend to go too but my guess is he wont even if he does you should still see someone individually to work on you i understand its not easy to just kick him out especially since you have children together but a counselor can help you talk through all the details while helping you raise your selfesteem and selfworth
my son claims that hes been having extremely violent thoughts and dreams not violent like hes hurting someone but violent thoughts like horrible things happening to his loved ones he explained one of his dreams the other day and it was so violent it was sickening it was far beyond anything in a horror movie he says he cant help these thoughts they just pop up please help,let me start my stating this is important to take seriously  taking to his pcp getting a referral to a pediatric specialist and getting him to a relational psychotherapist would be my first tasks i wont label this occurrences as normal yet it is important to note these things do occur my first observation is to say that it is a tremendous advantage that your son is communicating what he is experiencing id encourage him to continue to do so no matter the extent of his thoughts  his trust of you being able the handle his experience is of utmost importance his containment and sense of security is also dependent on your reaction to what he shares seek professional help communicating your support including a plan of action and reassuring him you will figure this out together will help you as you begin 
whenever i leave my girlfriend i get panic attacks im taking medications to control them but im thinking of moving in with her since i get so anxious,im sorry to hear that you are currently experiencing panic attacks i hope that the medication you have been prescribed has provided you with some relief unfortunately i dont feel that moving in with your girlfriend would alleviate your anxiety although you may feel very anxious about leaving her your body is reacting to this stressful event in your life in an unhealthy manner you may be able to render this particular situation but its likely that you may experience another panic attack when an additional stressful event arises therefore it is essential that you address the reason for why you are experiencing panic attacks in the first place followed by practicing coping mechanisms in the case that one would arise in the futuretalk therapy has shown to be effective with those affected by anxiety along with breathing exercises and yoga a trained therapist will be able to assist you in finding the right stress reducing method so that you can reduce the chance of another attack occurringi wish you the best of luck it sounds like you are very happy in your relationship and i hope you are able to reduce your anxiety so that you are able to enjoy one another
i need to get on base to see my doctor my id card was in my wallet which was stolen im unable to reach my husband at this time he is only one who can take me on base in order to get a new id so i can continue to see doctor is there anything i can do,do you have any other form of identification the first place to stop would be the visitors center or whichever department issues passes they are located outside of the gate so you do not need a military id to enter if you have another form of identification its possible that they can give you a pass in order to go and obtain a new military id if you do not you could always ask someone else to sponsor you on a friend coworker etc that have military access depending on the threat level they may not need your id as long as you are with someone that has access keep in mind that currently 61115 all military bases are on bravo which unfortunately means you will need your own idfinally if all else fails call your doctor and explain your situation im sure they would be more than willing to discuss your optionsalso its important to make sure that you report your wallet being stolen if you havent already security forces on base can help you with this and to ensure your id doesnt get into the wrong hands good luck
"ive known my boyfriend for several years we were friends for a long time in 2013 we started a relationship and he even asked me to move in with him since i lived out of state i planned to move in with him in 2014 after i finished school and he found a job however during this time we had a few arguments and broke up with each other for a short period of time we decided later to make it work shortly after i found out that i was pregnant i wanted to tell him during his next visit however he never came to see me and instead asked me for money after i gave him money he quit answering my phone calls and texts soon after i experienced a miscarriage i texted him about what had happened and he didnt seem to care i was extremely hurt by this i still decided to move back as i had originally planned he helped me with the move and replaced the money i had lent him during this time i asked if he wanted to be in this relationship because i needed to know although he says he did i hardly ever see him he never got a job which was in the original plan  after that we both started seeing other people for a short amount of time but once again got back together once we got back together i cut all ties with the former relationship i had been in i thought he had too but i found out that he did not attempt to do as i did and was still talking with another woman in fact he had even sent inappropriate pictures to her when i confronted him about this he wasnt apologetic he said that he only did it to get even with me and was actually mad at me for looking through his phone he even closed his car window on my finger and tried to throw me out of his car i dont know what to do",there are plenty of red flags that you have been presented withseveral breakups not holding up his end of the bargain regarding worklack of empathy for your miscarriagelying about his involvement with another womanphysical violence which is of most concern this seems to be a very unhealthy relationship in my experience relationships such as these rarely become positive ones violence is never okay and regardless of his reasoning you looking through his phone it is indefensible you have to look at these red flags and ask yourself is this really someone i want to marry is he an asset to my life i think youll realize he is notbest of luck to you and please know that you deserve someone who treats you with kindness dignity and respect
i am going through a divorce from a narcissistic sociopath who left me for another woman after mentally and emotionally abusing me for 11 years i have moved to a different state and after giving up my successful business am working as a server at a restaurant im coping as best as i can is it normal and healthy to not adapt as quickly and be as strong as i think i should be i am astounded at his cruelty and how much he doesnt care as well as most other people in my life i feel like i dont exist to anyone anymore as there is no contact from anyone who i thought cared about me my brother just said no to lending me a few hundred dollars for me to live on i am losing faith in humanity itself,i am very sorry to hear of your struggles  i think that it is normal to struggle to get your feet under you again after a divorce especially after leaving a relationship that lasted 11 years so try not to be too hard on yourself  take it one day at a time and do the best you cani notice that you said he left you  this tells me that you didnt have the strength to leave him on your own despite the fact that you say he was emotionally and mentally abusive and also cheating on you  low selfesteem can keep someone in a bad relationship because they think they cant do any better  also abusers will make you think that they are the best thing you can get  the way i see it he did you a favor   you are now free to make your own life whatever you want it to be take this time alone to work on you  as hurtful as it may be that other people dont want to help you this is something that you need to do for yourself without feeling like you need someone in your life to take care of you  your statement i dont feel like i exist anymore tells me that in addition to low selfesteem you also dont have a clear sense of identify and rely on the people in your life to help define who you are  people can and will let you down  it is important for you to learn to handle disappointment learn to take care of your own needs and to gain a stronger sense of self do nice things for yourself every day because you deserve it  even if it is just to soak a little longer in a hot bubble bath do something that makes you feel good  find a hobby that you enjoy  look in the mirror and tell yourself some positive affirmations daily  google positive affirmations to find some that resonate with you  such statements might be i am a good person who deserves to be happy or i can do this  some relaxation and meditation exercises may help you as well  there are some free meditation exercises that you can find online by doing a simple google searchtake this time to focus on you and try not to worry about what everyone else in your life is doing  when you are a happier more stable person the right people will come into your life without you even looking for them  good luck with rebuilding your life  i know it is hard  remember to take it one day at a time
ive been married for 3 years and i have two kids during my 3years married my husband cheated on me twice  the second time really got to me and at my lowest i hurt him back we arent communicating as well as i would like what do i do,hi there thank you reaching out for help it takes a lot of courage for someone that is being abused to reach out for help i want you to know that i am here to help you in any way that i can first and foremost you did not mention whether or not you had children yourself by this man im going to assume there are so the most important thing right at this moment is asking yourself if you and your children are safe is the boyfriend currently living in the home or is he coming and going if he is coming and going or currently living in the home my suggestion for you to is to pack a bag for you and your children and go somewhere safe ie family members home friend or a shelter temporarily i cannot stress this enough although some people tend to minimize their abusers behavior ie they only do it when they are drinking they only do it when they are mad its those individuals that find themselves or their children in a serious situation so you can never take abuse physical or mental lightly because you never know what is going through that persons mind at that particular time its always better to be safe than sorry secondly it will not be safe helpful or productive to attempt to talk to the abuser about your relationship abusers often times try and manipulate you into staying by apologizing or attempting to justify their behaviors this is the time you would want to go see a magistrate in order to get a protective order for you and your s unfortunate that your significant other was involved with another women causing pregnancy however that is no longer your concern your concern at this point is keeping yourself and your children safe i would also suggest counseling for you and your children in order to work through these issues i hope this was helpful and please stay safe and take care of yourself 
"i have been with my husband for almost 7 years we got engaged a little after 5 years of being together i had always been clear that i wanted to get married and i sadly would drop hints about how i wanted him to propose when he did propose it was during a random vacation that i had planned i was happy but i couldnt help feeling disappointed tooi had told him numerous times before that i wanted him to do it in front of my friends and family i know it sounds dumb to be upset but i couldnt help how i was feelingwe are now married but the wedding and ring were also far from what i wanted and it wasnt due to lack of funds  i know this is all material and the marriage is the most important thing but i cant help but get jealous and envious every time i see someone get a proposal or wedding that i had wantedi cant help my anger because i know we only get one proposal and one wedding what i wanted will never happeni have been working on my feelings for the past year and half to get over it i try to focus on our marriage but every time i see someone have the best proposals and weddings i get upseti know it is selfish and i know its petty but i just cant control it its ruining our relationship because i constantly think about it plus i get mad at him for small things because i am trying to hide the fact that i am so disappointed why cant i move on",its hard to let go of the dreams you had regarding your wedding and engagement this was something that you and most women think about for years so its understandable to be disappointed but please be aware that it is rare that any wedding is perfect you may envy your friends weddings but more than likely they had a few mishaps of their own andor it wasnt as perfect as they had planned it either however like you know the marriage is the most important thing  how many women are envious that you are in a happy stable relationship i assure you that there are plenty try to live in the present considering that dwelling on the past can still not change how you were proposed to or how your wedding day transpired focus on what you can control now perhaps you can plan an extravagant renewal of your vows or change the look of your ringi would also be upfront with your husband and explain why youve been short lately but after that close that chapter and move on it sounds like you have a wonderful companion and you certainly dont want to lose this due to a situation that is impossible to change
what can i do to stop grieving my mothers death  when i am awake i just cry every day i dont have anyone to talk to i need help i am still cry over her  will i ever stop crying its been 3 years,i am sorry that you lost your mother that is a really hard thing for someone to go throughthere is really no set time for grief to be over but i agree that if it has been three years and you are still crying every day then this is past the time for normal grief  i do not know how old you are and if you are in school or have a job but i would imagine that if by now you literally were doing nothing but crying every day all day someone would have noticed and would have gotten you some help  for one thing bills have to be paidthere are typically five stages of grief and they can come in any order  you can go back to another stage that you previously experienced denial anger bargaining depression and acceptance are the stages at first people are usually in denial over the fact that they lose someone or are losing someone  this may mean that you deny they are ill or deny that they have actually diedthen comes bargaining in which you may beg god that if you can only have this person back then you will do whatever depression is when the reality has settled in and when we cry and really feel the loss  it sounds like you are stuck in this phasefinally acceptance is when we accept that it has happened and we pick up the pieces of our life and move onwhen we lose someone we never forget them  we may always have certain days that are tough such as holidays or any special remembrance of your loved one  but we do get to the place where we accept that death is part of life and that it is inevitable and that life goes ona therapist can help you explore the reasons for your extended grief and can help you with coping skills to better deal with it  one suggestion i have is not to try to run from the sad feelings dont try to not feel them  embrace the feelings  let the feelings wash over you and accept them  trying not to feel something is not going to help  sadness is a part of life and needs to be felt just like happiness does  unpleasant feelings are not to be avoidedi am sincerely sorry that you lost your mother and that you have had such a hard time of it for three years now  you deserve to be happy and to live a full life  i am sure your mother would not want you being sad for so long  i wish you all the best as you continue to try to heal from this loss and deal with your grief
"im having issues with my relative the police never believe the experiences i have been through because i am only a kid ive even had trouble trying to reach a therapist because i said i wanted to get an adult to help me could you please give me advice",i think it would be wise for you to call a hotline especially designed for children its called the childhelp national child abuse hotline the number is 18004achild 18004224453 it is completely anonymous and a trained therapist will be able to provide you with guidance confidentiality and can also help you make a report of you wantthe call is completely free and they are open 24 hours a day  7 days a week im glad that you are taking steps to improve your situation you are a very brave and an intelligent child please remember to call 911 if you are in immediate danger
my wife just last week said she wants a divorce and its all sudden i understand that marriages have their ups and downs but i dont understand why she cant tell me why she wants a divorce should i fight for my family daughter and wife,chances are if you really think about it there were signs that something wasnt quite right in your marriage you may have passed these things off as being the normal ups and downs of a marriage but whatever it was or wasnt its obviously bothering your wife i would say yes keep trying to fight for your family at least until you know what the problems are from your wifes perspective and if theyre repairable ask your wife if shes willing to try to work on the marriage and then see a marriage counselor just be sure youre open to hearing whats said and try not to get defensive if she blames you for some thingseven if your wife is adamant about getting a divorce that doesnt mean youre divorcing your daughter and you should make sure she knows that continue to be a part of her life and although it may be difficult if a divorce does happen try to be as amicable as possible with your wife so your daughter isnt further impacted by this new family dynamic
i loved him more than anything he passed away on our anniversary which was also the day i was going to apply for our apartment im not handling it well i moved to a new town and started a new life but nothing helps,i am so sorry to hear of your boyfriends passing grief is something that can take a long time to recover from have you considered speaking with a grief counselor being able to speak with someone that specializes in grief would be very beneficial do not get down on yourself for not recovering quickly this is one of the hardest aspects to deal with in life but eventually you will be able to move forward in the mean time immerse yourself with positivity ie good friends hobbies exercise and try to schedule a time with a counselor perhaps there will be a support group you could also join oftentimes it is comforting to meet others who share the same experience as yougood luck to you i hope you will find peace and comfort soon
i did some horrible sexual things as a kid and i regret everything can someone help me cope with myself can someone help me remember my past,im very sorry to hear this hypnosis can be a valuable tool that a trained therapist can use to bring back suppressed memories however keep in mind that hypnosis doesnt work for everyone i think regardless speaking with a therapist about your sexual issues would be beneficial it seems like you have experienced some painful experiences in the past and may need help dealing with them in order to move forward in addition if past memories do resurface a trained therapist will be able to help you cope with them as they arise i wish you the best of luck and i hope you receive the treatment that you deserve
i have been with a guy for 4 years  hes a great guy and we also have a son together the problem is that im in love with a guy that ive been talking to for about 2 years but ive never met him in person honestly im bored with the relationship i have with the first guy and he makes want to go after the second guy i dont know how to tell him that what should i do,hi there wow this sounds like a sticky situation however im here to help guide you through this decision first and foremost you must ask yourself if you ever loved your sons father or was it a situation to where you two got pregnant and stayed together for the child its very common to stay with your partner when a child is involved regardless if love is involved or not because its the right thing to do right well not entirely  although staying with your partner because you have a child together may seem right in fact it hurts the child in the long run if you are not love with your partner you will show distance unhappiness sadness possibility of frequent arguments and cheating  when a child grows up in the home and witnesses these types of emotions  behaviors it is unhealthy as heshe will expect their own relationships to be such as a responsible adult you are supposed to be there to shape and model the future for your child just remember what you do your child will model secondly do not sell yourself short from love everyone deserves to be happy and to have someone to share their love and intimacy with however being in love with someone you have never seen before can be very risky honestly that sounds like lust and the longing of love  humans have needs and when people are unhappy in their current relationship they often seek out what they need  if you decide to pursue the second relationship i would suggest setting up an outing with a friend or two in order to get to know this person as there are a lot of scammers these days finally i am not convinced that this has anything to do with choosing between two guys  this seems as if you are making a decision to end the relationship with your childs father or not you should ask yourself if you were in love with your childs father first off if you were you would have never sought after love  i hope this was helpful for you and i hope i was able to shed a different light on your situation take care of yourself
my boyfriend cant get over my promiscuous past he says he loves me  but says the thought of my past is disgusting and a sexual distraction he says he should have had more sex with different people i dont know how to handle this,i am sorry to hear of your relationship struggles one thing i wonder is did you volunteer the information about your past or is this something that he asked about  in the future it is probably best to leave details out of conversations like this  i think it is common and natural for partners to ask about the sexual history  for one thing it is a good idea to be checked for stds before entering into a sexual relationship with someone and it is fair to share that information with each other  partners usually want to know how many you have been with and what kind of sexual preferences you have or if there is anything you dont like to do  this gets into a gray area for some people  i dont necessarily want to know how many people my partner has been with and i certainly dont want a whole lot of details  sometimes that is an image i just dont want in my head about my partner  vague details are usually enoughhowever i understand that your partner has the details and is not happy with your past  this is a reflection on him not you  this shows insecurities on his part  you cannot control how he will react to information that you provide to him and you cannot control how he feels about the information  the past should remain in the past and not be held against you in the present or future   if he cannot handle your past then it is going to cloud your relationship  you can offer couples counseling to him and see if he will go with you  i have seen relationships recover from some very serious problems such as infidelity  it takes two people who both want it to work to make it work though if your boyfriend cannot get over your past you may have to let him go  dont keep yourself tied to someone who is not right for you  constantly holding your past over your head and holding that against you is only going to bring you down and eventually you may start having insecurities or low selfesteem due to this type of treatment i dont see that you have done anything wrong  if you arent cheating on him now and you answered his questions about your past honestly how he handles that information is on him  ultimately relationships have a tendency to come and go dont fight to hold onto someone who is not right for you  it is okay to be single and enjoy being the best you that you can be  in time the right person for you will enter your life
